работа,0.0024837472912152027,0.004718003434306387
полный,9.834972495415904E-4,0.0012836970474967907
пидесятина,1.666944490748458E-5,3.33427804544621E-5
каждый,0.0028004667444574095,0.0026340796559025056
закрытие,1.666944490748458E-5,5.0014170681693143E-5
месяц,0.0013335555925987664,0.0016337962422686427
свихнуться,1.666944490748458E-5,5.0014170681693143E-5
колега,2.500416736122687E-4,2.667422436356968E-4
сидеть,0.004100683447241207,0.005218145141123318
рубиться,1.666944490748458E-5,5.0014170681693143E-5
urban,1.666944490748458E-5,5.0014170681693143E-5
terror,1.666944490748458E-5,5.0014170681693143E-5
долбаный,5.000833472245374E-5,2.3339946318123468E-4
винда,6.667777962993832E-5,3.167564143173899E-4
bbadsmilee,1.666944490748458E-5,0.3130887084673991
говорить,0.006501083513918987,0.005734958238167481
обещаный,3.333888981496916E-5,8.335695113615525E-5
три,0.0013668944824137357,0.0013003684377240218
год,0.0066511085180863475,0.0060517146524848705
ждать,0.004100683447241207,0.0036677058499908306
желать,0.001316886147691282,5.001417068169314E-4
хороший,0.00815135855975996,0.0036343630695363687
полет,1.1668611435239207E-4,8.335695113615525E-5
удачный,3.0005000833472245E-4,1.5004251204507943E-4
посадка,6.667777962993832E-5,3.33427804544621E-5
очень_сильно,3.1671945324220703E-4,5.834986579530867E-4
скучать,8.33472245374229E-4,0.003701048630445293
обнавливать,1.5002500416736123E-4,5.168130970441625E-4
какой,0.00895149191531922,0.009736091892702933
леший,1.666944490748458E-5,1.1669973159061734E-4
surf,3.333888981496916E-5,1.0002834136338629E-4
теперь,0.007284547424570762,0.00968607772202124
работать,0.001950325054175696,0.0036010202890819063
простоплер,1.666944490748458E-5,1.0002834136338629E-4
котёнок,8.33472245374229E-5,3.33427804544621E-5
вчера,0.002350391731955326,0.0026007368754480437
подносик,1.666944490748458E-5,5.0014170681693143E-5
разбивать,2.833805634272379E-4,5.001417068169314E-4
плакать,5.000833472245374E-4,0.0021839521197672676
растраиваться,3.500583430571762E-4,7.168697797709351E-4
заходить,0.0015835972662110352,0.0016337962422686427
опять,0.00178363060510085,0.0060517146524848705
затихаряться,1.666944490748458E-5,3.33427804544621E-5
прямо,5.000833472245374E-4,6.168414384075488E-4
физически,5.000833472245374E-5,8.335695113615525E-5
страдай,1.666944490748458E-5,6.66855609089242E-5
долго,0.0014502417069511585,0.0014170681693146392
молчать,2.667111185197533E-4,4.0011336545354515E-4
вобще,0.006351058509751625,0.008135638430888752
болеть,9.501583597266211E-4,0.005668272677258557
выздоравливать,5.500916819469911E-4,6.501842188620109E-4
микрофраз,1.666944490748458E-5,3.33427804544621E-5
учиться,9.501583597266211E-4,0.001400396779087408
срать,1.5002500416736123E-4,1.0002834136338629E-4
кирпич,8.33472245374229E-5,1.0002834136338629E-4
режиме,5.000833472245374E-5,5.0014170681693143E-5
нон,1.666944490748458E-5,5.0014170681693143E-5
стопа,8.33472245374229E-5,1.0002834136338629E-4
хотеть,0.01036839473245541,0.019672240468132637
помириться,3.333888981496916E-5,6.66855609089242E-5
сука,5.667611268544758E-4,0.002033909607722188
гордый,8.33472245374229E-5,8.335695113615525E-5
никогда,0.0024837472912152027,0.0025340513145391194
делать,0.008234705784297382,0.012003400963606355
ебть,1.666944490748458E-5,3.33427804544621E-5
фотка,0.0019003167194532422,0.0012003400963606354
про,0.0043840640106684444,0.003934448093626528
твой,0.004067344557426238,0.002467365753630195
молча,1.1668611435239207E-4,5.0014170681693143E-5
хоть,0.0035839306551091847,0.00270076521681143
знать,0.007217869644940824,0.007035326675891502
выглядеть,5.834305717619603E-4,4.334561459080073E-4
блин,0.0027171195199199864,0.01096977476951803
начинать,0.003233872312052009,0.0034509777770368273
сниться,4.5007501250208365E-4,7.00198389543704E-4
сон,0.002600433405567595,0.0018338529249954153
почти,0.0015002500416736123,0.0017671673640864913
можно,0.005117519586597766,0.0035843488988546754
сказать,0.0061343557259543255,0.005318173482486705
день,0.013468911485247542,0.01318706966973976
нравиться,0.002817136189364894,0.0017838387543137222
место,0.0020003333888981498,0.0016171248520414118
сначала,9.168194699116519E-4,6.501842188620109E-4
телек,1.1668611435239207E-4,1.0002834136338629E-4
покупать,0.0036672778796466078,0.003300935264991748
плохой,9.001500250041673E-4,0.002734107997265892
бояться,9.334889148191366E-4,0.002033909607722188
значит,0.0015835972662110352,0.0011503259256789424
где,0.0037339556592765463,0.0038844339229448343
мск,1.3335555925987665E-4,1.667139022723105E-4
бгра,1.666944490748458E-5,3.33427804544621E-5
электромобиль,1.666944490748458E-5,3.33427804544621E-5
скоро,0.0025670945157526253,0.0031508927529466683
видеть,0.005650941823637273,0.005051431238851008
зеленый,2.833805634272379E-4,1.667139022723105E-4
глаз,0.0015835972662110352,0.001383725388860177
последний,0.0023170528421403566,0.005101445409532701
раз,0.006067677946324387,0.005534901555440708
вот,0.004067344557426238,0.004718003434306387
докатываться,3.333888981496916E-5,3.33427804544621E-5
оранжевелый,1.666944490748458E-5,3.33427804544621E-5
патриот,5.000833472245374E-5,3.33427804544621E-5
деться,3.333888981496916E-5,3.33427804544621E-5
бабки,1.1668611435239207E-4,8.335695113615525E-5
объединимать,1.666944490748458E-5,5.0014170681693143E-5
кпрф,1.666944490748458E-5,5.0014170681693143E-5
навальный,3.333888981496916E-5,1.0002834136338629E-4
ночи,5.000833472245374E-5,5.0014170681693143E-5
ничто,0.003617269544924154,0.005601587116349632
сделалалалалалалалалвцмдэмпдпктцдкицкп,1.666944490748458E-5,3.33427804544621E-5
очень,6.334389064844141E-4,4.834703165897004E-4
рад,0.001750291715285881,3.0008502409015886E-4
разобить,1.666944490748458E-5,3.33427804544621E-5
сердце,7.334555759293215E-4,9.002550722704766E-4
жалко,3.333888981496916E-4,0.002350666022039578
епт,1.5002500416736123E-4,2.0005668272677257E-4
влад,2.0003333888981496E-4,8.335695113615525E-5
остальной,6.167694615769295E-4,5.501558774986246E-4
сегодня,0.012968828138023004,0.013470483303602688
нехороший,3.333888981496916E-5,1.0002834136338629E-4
телефон,0.0015835972662110352,0.002767450777720354
наушник,3.333888981496916E-4,7.502125602253972E-4
опознавать,3.333888981496916E-5,5.0014170681693143E-5
блог,2.1670278379729954E-4,2.8341363386292785E-4
умудряться,8.33472245374229E-5,2.3339946318123468E-4
шаблон,3.333888981496916E-5,1.0002834136338629E-4
ломать,1.666944490748458E-4,5.834986579530867E-4
думать,0.0045507584597432905,0.0043012186786256104
век,1.5002500416736123E-4,2.8341363386292785E-4
почта,3.1671945324220703E-4,3.8344197522631414E-4
росия,0.001350225037506251,0.001400396779087408
подниматься,2.3337222870478414E-4,3.6677058499908307E-4
дно,1.1668611435239207E-4,1.8338529249954154E-4
напоминать,6.334389064844141E-4,5.501558774986246E-4
дом,0.003900650108351392,0.0035843488988546754
путин,3.8339723287214534E-4,4.334561459080073E-4
реалити,3.333888981496916E-5,6.66855609089242E-5
шоу,2.1670278379729954E-4,1.667139022723105E-4
еба,3.333888981496916E-5,3.33427804544621E-5
сейчас,0.006067677946324387,0.006868612773619192
модуль,5.000833472245374E-5,2.0005668272677257E-4
региональный,1.666944490748458E-5,3.33427804544621E-5
экономика,8.33472245374229E-5,1.667139022723105E-4
оуать,6.667777962993832E-5,3.33427804544621E-5
анфолавливать,5.000833472245374E-5,1.333711218178484E-4
чувак,0.001316886147691282,6.335128286347799E-4
встречать,0.0011001833638939822,6.335128286347799E-4
зима,0.0022003667277879645,0.0015504392911324875
туда,9.501583597266211E-4,0.0011336545354517114
медведь,1.666944490748458E-4,2.3339946318123468E-4
прикрепляться,1.666944490748458E-5,3.33427804544621E-5
чорт,3.333888981496916E-5,1.5004251204507943E-4
сходить,0.0017336222703783963,0.0014337395595418701
кино,0.0016502750458409735,6.66855609089242E-4
приходиться,6.501083513918987E-4,0.0026507510461297366
любоваться,1.1668611435239207E-4,5.0014170681693143E-5
фильм,0.0036006001000166692,0.0015671106813597187
качестве,1.3335555925987665E-4,1.333711218178484E-4
компе,1.0001666944490748E-4,3.0008502409015886E-4
так,0.0027671278546424405,0.0032175783138555926
плохо,0.0010835139189864977,0.0031842355334011302
чувствовать,0.0010501750291715287,0.0025340513145391194
давно,0.0025170861810301717,0.0015671106813597187
как,0.004717452908818137,0.007702182284980745
понижать,1.666944490748458E-5,8.335695113615525E-5
температура,2.667111185197533E-4,0.0012670256572695597
ноут,2.833805634272379E-4,7.835553406798593E-4
снаружи,6.667777962993832E-5,8.335695113615525E-5
постояно,5.834305717619603E-4,8.502409015887835E-4
раскалёный,1.666944490748458E-5,6.66855609089242E-5
упаду,5.000833472245374E-5,5.0014170681693143E-5
стул,1.3335555925987665E-4,1.1669973159061734E-4
условие,1.0001666944490748E-4,6.66855609089242E-5
боле,0.0010835139189864977,8.502409015887835E-4
спартанский,1.666944490748458E-5,3.33427804544621E-5
мама,0.0037172862143690613,0.0040011336545354515
сюрприз,2.3337222870478414E-4,1.5004251204507943E-4
всегда,0.004834139023170528,0.003701048630445293
навернуться,5.000833472245374E-5,6.66855609089242E-5
сутками,5.000833472245374E-5,5.0014170681693143E-5
друг,0.004784130688448075,0.002767450777720354
общаться,8.668111351891982E-4,8.502409015887835E-4
ежедневно,5.000833472245374E-5,5.0014170681693143E-5
видеться,3.0005000833472245E-4,3.6677058499908307E-4
судьба,3.6672778796466077E-4,4.501275361352383E-4
поход,6.334389064844141E-4,0.0011836687061334045
попадать,6.167694615769295E-4,0.001033626194088325
мастер,4.167361226871145E-4,2.0005668272677257E-4
берег,1.0001666944490748E-4,5.0014170681693143E-5
коста,3.333888981496916E-5,3.33427804544621E-5
рики,1.666944490748458E-5,3.33427804544621E-5
водить,3.8339723287214534E-4,3.33427804544621E-4
вид,4.000666777796299E-4,3.33427804544621E-4
рыба,1.3335555925987665E-4,2.1672807295400364E-4
выходить,0.0020836806134355724,0.0031342213627194374
черепаха,1.666944490748458E-5,5.0014170681693143E-5
вес,2.0003333888981496E-4,3.0008502409015886E-4
самый,0.0062343723953992335,0.005184802360668856
смешный,2.3337222870478414E-4,1.333711218178484E-4
лисичка,1.666944490748458E-5,5.0014170681693143E-5
тибетский,3.333888981496916E-5,3.33427804544621E-5
это,0.004600766794465744,0.0034676491672640582
фотошоп,5.000833472245374E-5,8.335695113615525E-5
терять,5.16752792132022E-4,0.0017671673640864913
креапление,1.666944490748458E-5,3.33427804544621E-5
борд,3.333888981496916E-5,5.0014170681693143E-5
снимать,7.16786131021837E-4,5.334844872713936E-4
уставать,8.834805800966828E-4,0.0016004534618141806
семинар,5.000833472245374E-5,1.333711218178484E-4
простывать,3.333888981496916E-5,2.0005668272677257E-4
все,0.00870145024170695,0.007835553406798593
гулять,0.0020170028338056343,0.0014504109497691013
катать,3.333888981496916E-5,5.0014170681693143E-5
тусовать,1.666944490748458E-5,3.33427804544621E-5
что,0.0031171861976996167,0.0045846323124885385
невезение,1.666944490748458E-5,5.0014170681693143E-5
первый,0.004600766794465744,0.0033342780454462097
деньги,0.0012002000333388898,0.0018005101445409532
пойти,0.005317552925487581,0.005001417068169315
красный,7.501250208368062E-4,3.167564143173899E-4
мокасина,1.666944490748458E-5,3.33427804544621E-5
потом,0.004267377896316053,0.003684377240218062
ремень,5.000833472245374E-5,5.0014170681693143E-5
гермес,1.666944490748458E-5,3.33427804544621E-5
приор,6.667777962993832E-5,3.33427804544621E-5
умирать,7.334555759293215E-4,0.0018505243152226465
мясорубка,3.333888981496916E-5,5.0014170681693143E-5
пожирать,3.333888981496916E-5,3.33427804544621E-5
налогоплательщик,1.666944490748458E-5,3.33427804544621E-5
переносить,6.667777962993832E-5,3.8344197522631414E-4
соционика,1.666944490748458E-5,3.33427804544621E-5
адовый,1.666944490748458E-5,5.0014170681693143E-5
бред,4.000666777796299E-4,3.8344197522631414E-4
помешаться,1.666944490748458E-5,3.33427804544621E-5
пора,0.0012002000333388898,6.501842188620109E-4
урок,0.0016502750458409735,0.0033342780454462097
учить,5.16752792132022E-4,0.0015004251204507944
лермонтов,1.666944490748458E-5,3.33427804544621E-5
наверно,7.16786131021837E-4,9.335978527249387E-4
действительный,3.333888981496916E-5,3.33427804544621E-5
сам,0.0029171528588098016,0.0025173799243118885
там,0.008018003000500084,0.00700198389543704
заказ,1.3335555925987665E-4,1.1669973159061734E-4
скидка,2.833805634272379E-4,2.1672807295400364E-4
побыстреь,6.667777962993832E-5,8.335695113615525E-5
попробывать,3.333888981496916E-5,6.66855609089242E-5
сырный,3.333888981496916E-5,5.0014170681693143E-5
суп,1.5002500416736123E-4,2.500708534084657E-4
обожчь,1.666944490748458E-5,3.33427804544621E-5
язык,5.334222370395066E-4,5.168130970441625E-4
внезапно,3.0005000833472245E-4,2.667422436356968E-4
наставать,3.500583430571762E-4,2.3339946318123468E-4
лето,0.0010501750291715287,0.001333711218178484
дома,0.0012835472578763127,0.0023339946318123466
оба,4.667444574095683E-4,4.167847556807762E-4
кран,5.000833472245374E-5,5.0014170681693143E-5
течвать,1.666944490748458E-5,5.0014170681693143E-5
холодный,3.6672778796466077E-4,0.001083640364770018
вода,6.167694615769295E-4,8.502409015887835E-4
сми,8.33472245374229E-5,1.0002834136338629E-4
сылка,4.8341390231705286E-4,5.501558774986246E-4
поисковике,1.666944490748458E-5,5.0014170681693143E-5
халва,1.666944490748458E-5,3.33427804544621E-5
захотеться,3.8339723287214534E-4,4.834703165897004E-4
воспаление,1.666944490748458E-5,5.0014170681693143E-5
легкий,4.667444574095683E-4,2.667422436356968E-4
почть,1.666944490748458E-5,3.33427804544621E-5
недели,3.333888981496916E-5,6.66855609089242E-5
больница,1.666944490748458E-4,0.0010669689745427871
лежала,1.666944490748458E-5,3.33427804544621E-5
твот,1.666944490748458E-5,3.33427804544621E-5
тож,3.1671945324220703E-4,5.001417068169314E-4
заходил,3.333888981496916E-5,3.33427804544621E-5
смс,3.6672778796466077E-4,2.8341363386292785E-4
доз,3.333888981496916E-5,6.66855609089242E-5
происходить,6.334389064844141E-4,0.0013003684377240218
ужели,1.666944490748458E-5,8.335695113615525E-5
выхадныеона,1.666944490748458E-5,3.33427804544621E-5
правда,0.0026171028504750793,0.0022339662904489604
пролететь,1.666944490748458E-5,3.33427804544621E-5
будто,8.834805800966828E-4,9.335978527249387E-4
задолбать,3.333888981496916E-5,3.167564143173899E-4
дико,2.0003333888981496E-4,4.334561459080073E-4
резкий,1.0001666944490748E-4,8.335695113615525E-5
перепад,3.333888981496916E-5,8.335695113615525E-5
настроение,0.0035505917652942157,0.0029008218995382026
угадавать,5.000833472245374E-5,5.0014170681693143E-5
чей,1.3335555925987665E-4,1.667139022723105E-4
школа,0.00258376396066011,0.005284830702032242
причем,4.000666777796299E-4,5.334844872713936E-4
единственый,5.16752792132022E-4,7.168697797709351E-4
области,3.333888981496916E-5,3.33427804544621E-5
рабочий,6.167694615769295E-4,7.502125602253972E-4
настроеный,5.000833472245374E-5,3.33427804544621E-5
готовый,0.0010668444740790132,4.834703165897004E-4
конечно,0.0030338389731621937,0.0019505526565860327
одеяло,1.1668611435239207E-4,2.500708534084657E-4
куда,0.0016169361560260044,0.0019172098761315705
заболевать,2.3337222870478414E-4,0.0025507227047663504
медстраховка,1.666944490748458E-5,3.33427804544621E-5
еще,0.004800800133355559,0.004651317873397462
жить,0.0023670611768628106,0.002400680192721271
наверное,0.0015669278213035506,0.0014837537302235632
паспорт,2.1670278379729954E-4,1.667139022723105E-4
отбирать,5.000833472245374E-5,1.1669973159061734E-4
взамен,3.333888981496916E-5,5.0014170681693143E-5
давать,0.004717452908818137,0.004234533117716687
заставлять,5.16752792132022E-4,8.502409015887835E-4
трудиться,5.000833472245374E-5,3.33427804544621E-5
создавать,3.8339723287214534E-4,2.8341363386292785E-4
група,0.0015002500416736123,7.335411699981661E-4
новость,9.334889148191366E-4,0.001016954803861094
ито,1.1668611435239207E-4,6.66855609089242E-5
какойтот,3.333888981496916E-5,3.33427804544621E-5
злоебучий,1.666944490748458E-5,3.33427804544621E-5
анон,8.33472245374229E-5,5.0014170681693143E-5
жизнь,0.004050675112518753,0.0048347031658970046
ибо,0.0011335222537089515,0.001700481803177567
